# temperatura, humedad relativa, hora -> hcb
(15, 65, 6) -> 9
(15, 65, 7) -> 9
(15, 65, 8) -> 9
(15, 65, 9) -> 9
(15, 65, 10) -> 9
(15, 65, 11) -> 9
(15, 65, 12) -> 9
(15, 65, 13) -> 9
(15, 65, 14) -> 9
(15, 65, 15) -> 9
(15, 65, 16) -> 9
(15, 65, 17) -> 9
(15, 65, 18) -> 9
(15, 65, 19) -> 9
(15, 65, 20) -> 9
(15, 65, 21) -> 9
(15, 65, 22) -> 9
(15, 65, 23) -> 9
(15, 70, 0) -> 9
(15, 70, 1) -> 9
(15, 70, 2) -> 9
(15, 70, 3) -> 9
(15, 70, 4) -> 9
(15, 70, 5) -> 9
(15, 70, 6) -> 9
(15, 70, 7) -> 9
(15, 70, 8) -> 9
(15, 70, 9) -> 9
(15, 70, 10) -> 9
(15, 70, 11) -> 9
(15, 70, 12) -> 9
(15, 70, 13) -> 9
(15, 70, 14) -> 9
(15, 70, 15) -> 9
(15, 70, 16) -> 9
(15, 70, 17) -> 9
(15, 70, 18) -> 9
(15, 70, 19) -> 9
(15, 70, 20) -> 9
(15, 70, 21) -> 9
(15, 70, 22) -> 9
(15, 70, 23) -> 9
(15, 75, 0) -> 10
(15, 75, 1) -> 10
(15, 75, 2) -> 10
(15, 75, 3) -> 10
(15, 75, 4) -> 10
(15, 75, 5) -> 10
(15, 75, 6) -> 10
(15, 75, 7) -> 10
(15, 75, 8) -> 10
(15, 75, 9) -> 10
(15, 75, 10) -> 10
(15, 75, 11) -> 10
(15, 75, 12) -> 10
(15, 75, 13) -> 10
(15, 75, 14) -> 10
(15, 75, 15) -> 10
(15, 75, 16) -> 10
(15, 75, 17) -> 10
(15, 75, 18) -> 10
(15, 75, 19) -> 10
(15, 75, 20) -> 10
(15, 75, 21) -> 10
(15, 75, 22) -> 10
(15, 75, 23) -> 10
(15, 80, 0) -> 11
(15, 80, 1) -> 11
(15, 80, 2) -> 11
(15, 80, 3) -> 11
(15, 80, 4) -> 11
(15, 80, 5) -> 11
(15, 80, 6) -> 11
(15, 80, 7) -> 11
(15, 80, 8) -> 11
(15, 80, 9) -> 11
(15, 80, 10) -> 11
(15, 80, 11) -> 11
(15, 80, 12) -> 11
(15, 80, 13) -> 11
(15, 80, 14) -> 11
(15, 80, 15) -> 11
(15, 80, 16) -> 11
(15, 80, 17) -> 11
(15, 80, 18) -> 11
(15, 80, 19) -> 11
(15, 80, 20) -> 11
(15, 80, 21) -> 11
(15, 80, 22) -> 11
(15, 80, 23) -> 11
(15, 85, 0) -> 12
(15, 85, 1) -> 12
(15, 85, 2) -> 12
(15, 85, 3) -> 12
(15, 85, 4) -> 12
(15, 85, 5) -> 12
(15, 85, 6) -> 12
(15, 85, 7) -> 12
(15, 85, 8) -> 12
(15, 85, 9) -> 12
(15, 85, 10) -> 12
(15, 85, 11) -> 12
(15, 85, 12) -> 12
(15, 85, 13) -> 12
(15, 85, 14) -> 12
(15, 85, 15) -> 12
(15, 85, 16) -> 12
(15, 85, 17) -> 12
(15, 85, 18) -> 12
(15, 85, 19) -> 12
(15, 85, 20) -> 12
(15, 85, 21) -> 12
(15, 85, 22) -> 12
(15, 85, 23) -> 12
(15, 90, 0) -> 12
(15, 90, 1) -> 12
(15, 90, 2) -> 12
(15, 90, 3) -> 12
(15, 90, 4) -> 12
(15, 90, 5) -> 12
(15, 90, 6) -> 12
(15, 90, 7) -> 12
(15, 90, 8) -> 12
(15, 90, 9) -> 12
(15, 90, 10) -> 12
(15, 90, 11) -> 12
(15, 90, 12) -> 12
(15, 90, 13) -> 12
(15, 90, 14) -> 12
(15, 90, 15) -> 12
(15, 90, 16) -> 12
(15, 90, 17) -> 12
(15, 90, 18) -> 12
(15, 90, 19) -> 12
(15, 90, 20) -> 12
(15, 90, 21) -> 12
(15, 90, 22) -> 12
(15, 90, 23) -> 12
(15, 95, 0) -> 12
(15, 95, 1) -> 12
(15, 95, 2) -> 12
(15, 95, 3) -> 12
(15, 95, 4) -> 12
(15, 95, 5) -> 12
(15, 95, 6) -> 12
(15, 95, 7) -> 12
(15, 95, 8) -> 12
(15, 95, 9) -> 12
(15, 95, 10) -> 12
(15, 95, 11) -> 12
(15, 95, 12) -> 12
(15, 95, 13) -> 12
(15, 95, 14) -> 12
(15, 95, 15) -> 12
(15, 95, 16) -> 12
(15, 95, 17) -> 12
(15, 95, 18) -> 12
(15, 95, 19) -> 12
(15, 95, 20) -> 12
(15, 95, 21) -> 12
(15, 95, 22) -> 12
(15, 95, 23) -> 12
(15, 100, 0) -> 13
(15, 100, 1) -> 13
(15, 100, 2) -> 13
(15, 100, 3) -> 13
(15, 100, 4) -> 13
(15, 100, 5) -> 13
(15, 100, 6) -> 13
(15, 100, 7) -> 13
(15, 100, 8) -> 13
(15, 100, 9) -> 13
(15, 100, 10) -> 13
(15, 100, 11) -> 13
(15, 100, 12) -> 13
(15, 100, 13) -> 13
(15, 100, 14) -> 13
(15, 100, 15) -> 13
(15, 100, 16) -> 13
(15, 100, 17) -> 13
(15, 100, 18) -> 13
(15, 100, 19) -> 13
(15, 100, 20) -> 13
(15, 100, 21) -> 13
(15, 100, 22) -> 13
(15, 100, 23) -> 13
(20, 0, 0) -> 1
(20, 0, 1) -> 1
(20, 0, 2) -> 1
(20, 0, 3) -> 1
(20, 0, 4) -> 1
(20, 0, 5) -> 1
(20, 0, 6) -> 1
(20, 0, 7) -> 1
(20, 0, 8) -> 1
(20, 0, 9) -> 1
(20, 0, 10) -> 1
(20, 0, 11) -> 1
(20, 0, 12) -> 1
(20, 0, 13) -> 1
(20, 0, 14) -> 1
(20, 0, 15) -> 1
(20, 0, 16) -> 1
(20, 0, 17) -> 1
(20, 0, 18) -> 1
(20, 0, 19) -> 1
(20, 0, 20) -> 1
(20, 0, 21) -> 1
(20, 0, 22) -> 1
(20, 0, 23) -> 1
(20, 5, 0) -> 2
(20, 5, 1) -> 2
(20, 5, 2) -> 2
(20, 5, 3) -> 2
(20, 5, 4) -> 2
(20, 5, 5) -> 2
(20, 5, 6) -> 2
(20, 5, 7) -> 2
(20, 5, 8) -> 2
(20, 5, 9) -> 2
(20, 5, 10) -> 2
(20, 5, 11) -> 2
(20, 5, 12) -> 2
(20, 5, 13) -> 2
(20, 5, 14) -> 2
(20, 5, 15) -> 2
(20, 5, 16) -> 2
(20, 5, 17) -> 2
(20, 5, 18) -> 2
(20, 5, 19) -> 2
(20, 5, 20) -> 2
(20, 5, 21) -> 2
(20, 5, 22) -> 2
(20, 5, 23) -> 2
(20, 10, 0) -> 2
(20, 10, 1) -> 2
(20, 10, 2) -> 2
(20, 10, 3) -> 2
(20, 10, 4) -> 2
(20, 10, 5) -> 2
(20, 10, 6) -> 2
(20, 10, 7) -> 2
(20, 10, 8) -> 2
(20, 10, 9) -> 2
(20, 10, 10) -> 2
(20, 10, 11) -> 2
(20, 10, 12) -> 2
(20, 10, 13) -> 2
(20, 10, 14) -> 2
(20, 10, 15) -> 2
(20, 10, 16) -> 2
(20, 10, 17) -> 2
(20, 10, 18) -> 2
(20, 10, 19) -> 2
(20, 10, 20) -> 2
(20, 10, 21) -> 2
(20, 10, 22) -> 2
(20, 10, 23) -> 2
(20, 15, 0) -> 3
(20, 15, 1) -> 3
(20, 15, 2) -> 3
(20, 15, 3) -> 3
(20, 15, 4) -> 3
(20, 15, 5) -> 3
(20, 15, 6) -> 3
(20, 15, 7) -> 3
(20, 15, 8) -> 3
(20, 15, 9) -> 3
(20, 15, 10) -> 3
(20, 15, 11) -> 3
(20, 15, 12) -> 3
(20, 15, 13) -> 3
(20, 15, 14) -> 3
(20, 15, 15) -> 3
(20, 15, 16) -> 3
(20, 15, 17) -> 3
(20, 15, 18) -> 3
(20, 15, 19) -> 3
(20, 15, 20) -> 3
(20, 15, 21) -> 3
(20, 15, 22) -> 3
(20, 15, 23) -> 3
(20, 20, 0) -> 4
(20, 20, 1) -> 4
(20, 20, 2) -> 4
(20, 20, 3) -> 4
(20, 20, 4) -> 4
(20, 20, 5) -> 4
(20, 20, 6) -> 4
(20, 20, 7) -> 4
(20, 20, 8) -> 4
(20, 20, 9) -> 4
(20, 20, 10) -> 4
(20, 20, 11) -> 4
(20, 20, 12) -> 4
(20, 20, 13) -> 4
(20, 20, 14) -> 4
(20, 20, 15) -> 4
(20, 20, 16) -> 4
(20, 20, 17) -> 4
(20, 20, 18) -> 4
(20, 20, 19) -> 4
(20, 20, 20) -> 4
(20, 20, 21) -> 4
(20, 20, 22) -> 4
(20, 20, 23) -> 4
(20, 25, 0) -> 5
(20, 25, 1) -> 5
(20, 25, 2) -> 5
(20, 25, 3) -> 5
(20, 25, 4) -> 5
(20, 25, 5) -> 5
(20, 25, 6) -> 5
(20, 25, 7) -> 5
(20, 25, 8) -> 5
(20, 25, 9) -> 5
(20, 25, 10) -> 5
(20, 25, 11) -> 5
(20, 25, 12) -> 5
(20, 25, 13) -> 5
(20, 25, 14) -> 5
(20, 25, 15) -> 5
(20, 25, 16) -> 5
(20, 25, 17) -> 5
(20, 25, 18) -> 5
(20, 25, 19) -> 5
(20, 25, 20) -> 5
(20, 25, 21) -> 5
(20, 25, 22) -> 5
(20, 25, 23) -> 5
(20, 30, 0) -> 5
(20, 30, 1) -> 5
(20, 30, 2) -> 5
(20, 30, 3) -> 5
(20, 30, 4) -> 5
(20, 30, 5) -> 5
(20, 30, 6) -> 5
(20, 30, 7) -> 5
(20, 30, 8) -> 5
(20, 30, 9) -> 5
(20, 30, 10) -> 5
(20, 30, 11) -> 5
(20, 30, 12) -> 5
(20, 30, 13) -> 5
(20, 30, 14) -> 5
(20, 30, 15) -> 5
(20, 30, 16) -> 5
(20, 30, 17) -> 5
(20, 30, 18) -> 5
(20, 30, 19) -> 5
(20, 30, 20) -> 5
(20, 30, 21) -> 5
(20, 30, 22) -> 5
(20, 30, 23) -> 5
(20, 35, 0) -> 6
(20, 35, 1) -> 6
(20, 35, 2) -> 6
(20, 35, 3) -> 6
(20, 35, 4) -> 6
(20, 35, 5) -> 6
(20, 35, 6) -> 6
(20, 35, 7) -> 6
(20, 35, 8) -> 6
(20, 35, 9) -> 6
(20, 35, 10) -> 6
(20, 35, 11) -> 6
(20, 35, 12) -> 6
(20, 35, 13) -> 6
(20, 35, 14) -> 6
(20, 35, 15) -> 6
(20, 35, 16) -> 6
(20, 35, 17) -> 6
(20, 35, 18) -> 6
(20, 35, 19) -> 6
(20, 35, 20) -> 6
(20, 35, 21) -> 6
(20, 35, 22) -> 6
(20, 35, 23) -> 6
(20, 40, 0) -> 6
(20, 40, 1) -> 6
(20, 40, 2) -> 6
(20, 40, 3) -> 6
(20, 40, 4) -> 6
(20, 40, 5) -> 6
(20, 40, 6) -> 6
(20, 40, 7) -> 6
(20, 40, 8) -> 6
(20, 40, 9) -> 6
(20, 40, 10) -> 6
(20, 40, 11) -> 6
(20, 40, 12) -> 6
(20, 40, 13) -> 6
(20, 40, 14) -> 6
(20, 40, 15) -> 6
(20, 40, 16) -> 6
(20, 40, 17) -> 6
(20, 40, 18) -> 6
(20, 40, 19) -> 6
(20, 40, 20) -> 6
(20, 40, 21) -> 6
(20, 40, 22) -> 6
(20, 40, 23) -> 6
(20, 45, 0) -> 7
(20, 45, 1) -> 7
(20, 45, 2) -> 7
(20, 45, 3) -> 7
(20, 45, 4) -> 7
(20, 45, 5) -> 7
(20, 45, 6) -> 7
(20, 45, 7) -> 7
(20, 45, 8) -> 7
(20, 45, 9) -> 7
(20, 45, 10) -> 7
(20, 45, 11) -> 7
(20, 45, 12) -> 7
(20, 45, 13) -> 7
(20, 45, 14) -> 7
(20, 45, 15) -> 7
(20, 45, 16) -> 7
(20, 45, 17) -> 7
(20, 45, 18) -> 7
(20, 45, 19) -> 7
(20, 45, 20) -> 7
(20, 45, 21) -> 7
(20, 45, 22) -> 7
(20, 45, 23) -> 7
(20, 50, 0) -> 7
(20, 50, 1) -> 7
(20, 50, 2) -> 7
(20, 50, 3) -> 7
(20, 50, 4) -> 7
(20, 50, 5) -> 7
(20, 50, 6) -> 7
(20, 50, 7) -> 7
(20, 50, 8) -> 7
(20, 50, 9) -> 7
(20, 50, 10) -> 7
(20, 50, 11) -> 7
(20, 50, 12) -> 7
(20, 50, 13) -> 7
(20, 50, 14) -> 7
(20, 50, 15) -> 7
(20, 50, 16) -> 7
(20, 50, 17) -> 7
(20, 50, 18) -> 7
(20, 50, 19) -> 7
(20, 50, 20) -> 7
(20, 50, 21) -> 7
(20, 50, 22) -> 7
(20, 50, 23) -> 7
(20, 55, 0) -> 8
(20, 55, 1) -> 8
(20, 55, 2) -> 8
(20, 55, 3) -> 8
(20, 55, 4) -> 8
(20, 55, 5) -> 8
(20, 55, 6) -> 8
(20, 55, 7) -> 8
(20, 55, 8) -> 8
(20, 55, 9) -> 8
(20, 55, 10) -> 8
(20, 55, 11) -> 8
(20, 55, 12) -> 8
(20, 55, 13) -> 8
(20, 55, 14) -> 8
(20, 55, 15) -> 8
(20, 55, 16) -> 8
(20, 55, 17) -> 8
(20, 55, 18) -> 8
(20, 55, 19) -> 8
(20, 55, 20) -> 8
(20, 55, 21) -> 8
(20, 55, 22) -> 8
(20, 55, 23) -> 8
(20, 60, 0) -> 9
(20, 60, 1) -> 9
(20, 60, 2) -> 9
(20, 60, 3) -> 9
(20, 60, 4) -> 9
(20, 60, 5) -> 9
(20, 60, 6) -> 9
(20, 60, 7) -> 9
(20, 60, 8) -> 9
(20, 60, 9) -> 9
(20, 60, 10) -> 9
(20, 60, 11) -> 9
(20, 60, 12) -> 9
(20, 60, 13) -> 9
(20, 60, 14) -> 9
(20, 60, 15) -> 9
(20, 60, 16) -> 9
(20, 60, 17) -> 9
(20, 60, 18) -> 9
(20, 60, 19) -> 9
(20, 60, 20) -> 9
(20, 60, 21) -> 9
(20, 60, 22) -> 9
(20, 60, 23) -> 9
(20, 65, 0) -> 9
(20, 65, 1) -> 9
(20, 65, 2) -> 9
(20, 65, 3) -> 9
(20, 65, 4) -> 9
(20, 65, 5) -> 9
(20, 65, 6) -> 9
(20, 65, 7) -> 9
(20, 65, 8) -> 9
(20, 65, 9) -> 9
(20, 65, 10) -> 9
(20, 65, 11) -> 9
(20, 65, 12) -> 9
(20, 65, 13) -> 9
(20, 65, 14) -> 9
(20, 65, 15) -> 9
(20, 65, 16) -> 9
(20, 65, 17) -> 9
(20, 65, 18) -> 9
(20, 65, 19) -> 9
(20, 65, 20) -> 9
(20, 65, 21) -> 9
(20, 65, 22) -> 9
(20, 65, 23) -> 9
(20, 70, 0) -> 9
(20, 70, 1) -> 9
(20, 70, 2) -> 9
(20, 70, 3) -> 9
(20, 70, 4) -> 9
(20, 70, 5) -> 9
(20, 70, 6) -> 9
(20, 70, 7) -> 9
(20, 70, 8) -> 9
(20, 70, 9) -> 9
(20, 70, 10) -> 9
(20, 70, 11) -> 9
(20, 70, 12) -> 9
(20, 70, 13) -> 9
(20, 70, 14) -> 9
(20, 70, 15) -> 9
(20, 70, 16) -> 9
(20, 70, 17) -> 9
(20, 70, 18) -> 9
(20, 70, 19) -> 9
(20, 70, 20) -> 9
(20, 70, 21) -> 9
(20, 70, 22) -> 9
(20, 70, 23) -> 9
(20, 75, 0) -> 10
(20, 75, 1) -> 10
(20, 75, 2) -> 10
(20, 75, 3) -> 10
(20, 75, 4) -> 10
(20, 75, 5) -> 10
(20, 75, 6) -> 10
(20, 75, 7) -> 10
(20, 75, 8) -> 10
(20, 75, 9) -> 10
(20, 75, 10) -> 10
(20, 75, 11) -> 10
(20, 75, 12) -> 10
(20, 75, 13) -> 10
(20, 75, 14) -> 10
(20, 75, 15) -> 10
(20, 75, 16) -> 10
(20, 75, 17) -> 10
(20, 75, 18) -> 10
(20, 75, 19) -> 10
(20, 75, 20) -> 10
(20, 75, 21) -> 10
(20, 75, 22) -> 10
(20, 75, 23) -> 10
(20, 80, 0) -> 11
(20, 80, 1) -> 11
(20, 80, 2) -> 11
(20, 80, 3) -> 11
(20, 80, 4) -> 11
(20, 80, 5) -> 11
(20, 80, 6) -> 11
(20, 80, 7) -> 11
(20, 80, 8) -> 11
(20, 80, 9) -> 11
(20, 80, 10) -> 11
(20, 80, 11) -> 11
(20, 80, 12) -> 11
(20, 80, 13) -> 11
(20, 80, 14) -> 11
(20, 80, 15) -> 11
(20, 80, 16) -> 11
(20, 80, 17) -> 11
(20, 80, 18) -> 11
(20, 80, 19) -> 11
(20, 80, 20) -> 11
(20, 80, 21) -> 11
(20, 80, 22) -> 11
(20, 80, 23) -> 11
(20, 85, 0) -> 12
(20, 85, 1) -> 12
(20, 85, 2) -> 12
(20, 85, 3) -> 12
(20, 85, 4) -> 12
(20, 85, 5) -> 12
(20, 85, 6) -> 12
(20, 85, 7) -> 12
(20, 85, 8) -> 12
(20, 85, 9) -> 12
(20, 85, 10) -> 12
(20, 85, 11) -> 12
(20, 85, 12) -> 12
(20, 85, 13) -> 12
(20, 85, 14) -> 12
(20, 85, 15) -> 12
(20, 85, 16) -> 12
(20, 85, 17) -> 12
(20, 85, 18) -> 12
(20, 85, 19) -> 12
(20, 85, 20) -> 12
(20, 85, 21) -> 12
(20, 85, 22) -> 12
(20, 85, 23) -> 12
(20, 90, 0) -> 12
(20, 90, 1) -> 12
(20, 90, 2) -> 12
(20, 90, 3) -> 12
(20, 90, 4) -> 12
(20, 90, 5) -> 12
(20, 90, 6) -> 12
(20, 90, 7) -> 12
(20, 90, 8) -> 12
(20, 90, 9) -> 12
(20, 90, 10) -> 12
(20, 90, 11) -> 12
(20, 90, 12) -> 12
(20, 90, 13) -> 12
(20, 90, 14) -> 12
(20, 90, 15) -> 12
(20, 90, 16) -> 12
(20, 90, 17) -> 12
(20, 90, 18) -> 12
(20, 90, 19) -> 12
(20, 90, 20) -> 12
(20, 90, 21) -> 12
(20, 90, 22) -> 12
(20, 90, 23) -> 12
(20, 95, 0) -> 12
(20, 95, 1) -> 12
(20, 95, 2) -> 12
(20, 95, 3) -> 12
(20, 95, 4) -> 12
(20, 95, 5) -> 12
(20, 95, 6) -> 12
(20, 95, 7) -> 12
(20, 95, 8) -> 12
(20, 95, 9) -> 12
(20, 95, 10) -> 12
(20, 95, 11) -> 12
(20, 95, 12) -> 12
(20, 95, 13) -> 12
(20, 95, 14) -> 12
(20, 95, 15) -> 12
(20, 95, 16) -> 12
(20, 95, 17) -> 12
(20, 95, 18) -> 12
(20, 95, 19) -> 12
(20, 95, 20) -> 12
(20, 95, 21) -> 12
(20, 95, 22) -> 12
(20, 95, 23) -> 12
(20, 100, 0) -> 13
(20, 100, 1) -> 13
(20, 100, 2) -> 13
(20, 100, 3) -> 13
(20, 100, 4) -> 13
(20, 100, 5) -> 13
(20, 100, 6) -> 13
(20, 100, 7) -> 13
(20, 100, 8) -> 13
(20, 100, 9) -> 13
(20, 100, 10) -> 13
(20, 100, 11) -> 13
(20, 100, 12) -> 13
(20, 100, 13) -> 13
(20, 100, 14) -> 13
(20, 100, 15) -> 13
(20, 100, 16) -> 13
(20, 100, 17) -> 13
(20, 100, 18) -> 13
(20, 100, 19) -> 13
(20, 100, 20) -> 13
(20, 100, 21) -> 13
(20, 100, 22) -> 13
(20, 100, 23) -> 13
(25, 0, 0) -> 1
(25, 0, 1) -> 1
(25, 0, 2) -> 1
(25, 0, 3) -> 1
(25, 0, 4) -> 1
(25, 0, 5) -> 1
(25, 0, 6) -> 1
(25, 0, 7) -> 1
(25, 0, 8) -> 1
(25, 0, 9) -> 1
(25, 0, 10) -> 1
(25, 0, 11) -> 1
(25, 0, 12) -> 1
(25, 0, 13) -> 1
(25, 0, 14) -> 1
(25, 0, 15) -> 1
(25, 0, 16) -> 1
(25, 0, 17) -> 1
(25, 0, 18) -> 1
(25, 0, 19) -> 1
(25, 0, 20) -> 1
(25, 0, 21) -> 1
(25, 0, 22) -> 1
(25, 0, 23) -> 1
(25, 5, 0) -> 1
(25, 5, 1) -> 1
(25, 5, 2) -> 1
(25, 5, 3) -> 1
(25, 5, 4) -> 1
(25, 5, 5) -> 1
(25, 5, 6) -> 1
(25, 5, 7) -> 1
(25, 5, 8) -> 1
(25, 5, 9) -> 1
(25, 5, 10) -> 1
(25, 5, 11) -> 1
(25, 5, 12) -> 1
(25, 5, 13) -> 1
(25, 5, 14) -> 1
(25, 5, 15) -> 1
(25, 5, 16) -> 1
(25, 5, 17) -> 1
(25, 5, 18) -> 1
(25, 5, 19) -> 1
(25, 5, 20) -> 1
(25, 5, 21) -> 1
(25, 5, 22) -> 1
(25, 5, 23) -> 1
(25, 10, 0) -> 2
(25, 10, 1) -> 2
(25, 10, 2) -> 2
(25, 10, 3) -> 2
(25, 10, 4) -> 2
(25, 10, 5) -> 2
(25, 10, 6) -> 2
(25, 10, 7) -> 2
(25, 10, 8) -> 2
(25, 10, 9) -> 2
(25, 10, 10) -> 2
(25, 10, 11) -> 2
(25, 10, 12) -> 2
(25, 10, 13) -> 2
(25, 10, 14) -> 2
(25, 10, 15) -> 2
(25, 10, 16) -> 2
(25, 10, 17) -> 2
(25, 10, 18) -> 2
(25, 10, 19) -> 2
(25, 10, 20) -> 2
(25, 10, 21) -> 2
(25, 10, 22) -> 2
(25, 10, 23) -> 2
(25, 15, 0) -> 2
(25, 15, 1) -> 2
(25, 15, 2) -> 2
(25, 15, 3) -> 2
(25, 15, 4) -> 2
(25, 15, 5) -> 2
(25, 15, 6) -> 2
(25, 15, 7) -> 2
(25, 15, 8) -> 2
(25, 15, 9) -> 2
(25, 15, 10) -> 2
(25, 15, 11) -> 2
(25, 15, 12) -> 2
(25, 15, 13) -> 2
(25, 15, 14) -> 2
(25, 15, 15) -> 2
(25, 15, 16) -> 2
(25, 15, 17) -> 2
(25, 15, 18) -> 2
(25, 15, 19) -> 2
(25, 15, 20) -> 2
(25, 15, 21) -> 2
(25, 15, 22) -> 2
(25, 15, 23) -> 2
(25, 20, 0) -> 3
(25, 20, 1) -> 3
(25, 20, 2) -> 3
(25, 20, 3) -> 3
(25, 20, 4) -> 3
(25, 20, 5) -> 3
(25, 20, 6) -> 3
(25, 20, 7) -> 3
(25, 20, 8) -> 3
(25, 20, 9) -> 3
(25, 20, 10) -> 3
(25, 20, 11) -> 3
(25, 20, 12) -> 3
(25, 20, 13) -> 3
(25, 20, 14) -> 3
(25, 20, 15) -> 3
(25, 20, 16) -> 3
(25, 20, 17) -> 3
(25, 20, 18) -> 3
(25, 20, 19) -> 3
(25, 20, 20) -> 3
(25, 20, 21) -> 3
(25, 20, 22) -> 3
(25, 20, 23) -> 3
(25, 25, 0) -> 4
(25, 25, 1) -> 4
(25, 25, 2) -> 4
(25, 25, 3) -> 4
(25, 25, 4) -> 4
(25, 25, 5) -> 4
(25, 25, 6) -> 4
(25, 25, 7) -> 4
(25, 25, 8) -> 4
(25, 25, 9) -> 4
(25, 25, 10) -> 4
(25, 25, 11) -> 4
(25, 25, 12) -> 4
(25, 25, 13) -> 4
(25, 25, 14) -> 4
(25, 25, 15) -> 4
(25, 25, 16) -> 4
(25, 25, 17) -> 4
(25, 25, 18) -> 4
(25, 25, 19) -> 4
(25, 25, 20) -> 4
(25, 25, 21) -> 4
(25, 25, 22) -> 4
(25, 25, 23) -> 4
(25, 30, 0) -> 5
(25, 30, 1) -> 5
(25, 30, 2) -> 5
(25, 30, 3) -> 5
(25, 30, 4) -> 5
(25, 30, 5) -> 5
(25, 30, 6) -> 5
(25, 30, 7) -> 5
(25, 30, 8) -> 5
(25, 30, 9) -> 5
(25, 30, 10) -> 5
(25, 30, 11) -> 5
(25, 30, 12) -> 5
(25, 30, 13) -> 5
(25, 30, 14) -> 5
(25, 30, 15) -> 5
(25, 30, 16) -> 5
(25, 30, 17) -> 5
(25, 30, 18) -> 5
(25, 30, 19) -> 5
(25, 30, 20) -> 5
(25, 30, 21) -> 5
(25, 30, 22) -> 5
(25, 30, 23) -> 5
(25, 35, 0) -> 5
(25, 35, 1) -> 5
(25, 35, 2) -> 5
(25, 35, 3) -> 5
(25, 35, 4) -> 5
(25, 35, 5) -> 5
(25, 35, 6) -> 5
(25, 35, 7) -> 5
(25, 35, 8) -> 5
(25, 35, 9) -> 5
(25, 35, 10) -> 5
(25, 35, 11) -> 5
(25, 35, 12) -> 5
(25, 35, 13) -> 5
(25, 35, 14) -> 5
(25, 35, 15) -> 5
(25, 35, 16) -> 5
(25, 35, 17) -> 5
(25, 35, 18) -> 5
(25, 35, 19) -> 5
(25, 35, 20) -> 5
(25, 35, 21) -> 5
(25, 35, 22) -> 5
(25, 35, 23) -> 5
(25, 40, 0) -> 6
(25, 40, 1) -> 6
(25, 40, 2) -> 6
(25, 40, 3) -> 6
(25, 40, 4) -> 6
(25, 40, 5) -> 6
(25, 40, 6) -> 6
(25, 40, 7) -> 6
(25, 40, 8) -> 6
(25, 40, 9) -> 6
(25, 40, 10) -> 6
(25, 40, 11) -> 6
(25, 40, 12) -> 6
(25, 40, 13) -> 6
(25, 40, 14) -> 6
(25, 40, 15) -> 6
(25, 40, 16) -> 6
(25, 40, 17) -> 6
(25, 40, 18) -> 6
(25, 40, 19) -> 6
(25, 40, 20) -> 6
(25, 40, 21) -> 6
(25, 40, 22) -> 6
(25, 40, 23) -> 6
(25, 45, 0) -> 7
(25, 45, 1) -> 7
(25, 45, 2) -> 7
(25, 45, 3) -> 7
(25, 45, 4) -> 7
(25, 45, 5) -> 7
(25, 45, 6) -> 7
(25, 45, 7) -> 7
(25, 45, 8) -> 7
(25, 45, 9) -> 7
(25, 45, 10) -> 7
(25, 45, 11) -> 7
(25, 45, 12) -> 7
(25, 45, 13) -> 7
(25, 45, 14) -> 7
(25, 45, 15) -> 7
(25, 45, 16) -> 7
(25, 45, 17) -> 7
(25, 45, 18) -> 7
(25, 45, 19) -> 7
(25, 45, 20) -> 7
(25, 45, 21) -> 7
(25, 45, 22) -> 7
(25, 45, 23) -> 7
(25, 50, 0) -> 7
(25, 50, 1) -> 7
(25, 50, 2) -> 7
(25, 50, 3) -> 7
(25, 50, 4) -> 7
(25, 50, 5) -> 7
(25, 50, 6) -> 7
(25, 50, 7) -> 7
(25, 50, 8) -> 7
(25, 50, 9) -> 7
(25, 50, 10) -> 7
(25, 50, 11) -> 7
(25, 50, 12) -> 7
(25, 50, 13) -> 7
(25, 50, 14) -> 7
(25, 50, 15) -> 7
(25, 50, 16) -> 7
(25, 50, 17) -> 7
(25, 50, 18) -> 7
(25, 50, 19) -> 7
(25, 50, 20) -> 7
(25, 50, 21) -> 7
(25, 50, 22) -> 7
(25, 50, 23) -> 7
(25, 55, 0) -> 8
(25, 55, 1) -> 8
(25, 55, 2) -> 8
(25, 55, 3) -> 8
(25, 55, 4) -> 8
(25, 55, 5) -> 8
(25, 55, 6) -> 8
(25, 55, 7) -> 8
(25, 55, 8) -> 8
(25, 55, 9) -> 8
(25, 55, 10) -> 8
(25, 55, 11) -> 8
(25, 55, 12) -> 8
(25, 55, 13) -> 8
(25, 55, 14) -> 8
(25, 55, 15) -> 8
(25, 55, 16) -> 8
(25, 55, 17) -> 8
(25, 55, 18) -> 8
(25, 55, 19) -> 8
(25, 55, 20) -> 8
(25, 55, 21) -> 8
(25, 55, 22) -> 8
(25, 55, 23) -> 8
(25, 60, 0) -> 8
(25, 60, 1) -> 8
(25, 60, 2) -> 8
(25, 60, 3) -> 8
(25, 60, 4) -> 8
(25, 60, 5) -> 8
(25, 60, 6) -> 8
(25, 60, 7) -> 8
(25, 60, 8) -> 8
(25, 60, 9) -> 8
(25, 60, 10) -> 8
(25, 60, 11) -> 8
(25, 60, 12) -> 8
(25, 60, 13) -> 8
(25, 60, 14) -> 8
(25, 60, 15) -> 8
(25, 60, 16) -> 8
(25, 60, 17) -> 8
(25, 60, 18) -> 8
(25, 60, 19) -> 8
